"מק""ט",שם המוצר,קטגוריה,מותג,צבע,כמות באריזה,כמות במשטח,מידות,שם באנגלית,קטגוריה באנגלית,אימוג'י,תמונה,תמונות נוספות,תמונת מפרט,תמונות מפרט
98217752,רוכב PPR 75/32,רוכבים PPR,פולירול,,,,"D: 43.00 | z: 18.00 | l: 30.00 | d2: 32 | d1: 75 | d: 32 | מק""ט חוליות: 98217752 | יצרן: Polyroll",PPR Saddle 75/32,PPR Saddles,🪢,ppr_p24_a.jpg,,,
98217753,רוכב PPR 75/40,רוכבים PPR,פולירול,,,,"D: 52.00 | z: 20.50 | l: 34.00 | d2: 40 | d1: 75 | d: 40 | מק""ט חוליות: 98217753 | יצרן: Polyroll",PPR Saddle 75/40,PPR Saddles,🪢,ppr_p24_a.jpg,,,
98217760,רוכב PPR 90/20,רוכבים PPR,פולירול,,,,"D: 29.50 | z: 14.50 | l: 27.50 | d2: 25 | d1: 90 | d: 20 | מק""ט חוליות: 98217760 | יצרן: Polyroll",PPR Saddle 90/20,PPR Saddles,🪢,ppr_p24_a.jpg,,,
98217761,רוכב PPR 90/25,רוכבים PPR,פולירול,,,,"D: 34.00 | z: 16.00 | l: 28.50 | d2: 25 | d1: 90 | d: 25 | מק""ט חוליות: 98217761 | יצרן: Polyroll",PPR Saddle 90/25,PPR Saddles,🪢,ppr_p24_a.jpg,,,
98217762,רוכב PPR 90/32,רוכבים PPR,פולירול,,,,"D: 43.00 | z: 18.00 | l: 30.00 | d2: 32 | d1: 90 | d: 32 | מק""ט חוליות: 98217762 | יצרן: Polyroll",PPR Saddle 90/32,PPR Saddles,🪢,ppr_p24_a.jpg,,,
98217763,רוכב PPR 90/40,רוכבים PPR,פולירול,,,,"D: 52.00 | z: 20.50 | l: 34.00 | d2: 40 | d1: 90 | d: 40 | מק""ט חוליות: 98217763 | יצרן: Polyroll",PPR Saddle 90/40,PPR Saddles,🪢,ppr_p24_a.jpg,,,
98217770,רוכב PPR 110/20,רוכבים PPR,פולירול,,,,"D: 29.50 | z: 14.50 | l: 27.50 | d2: 25 | d1: 110 | d: 20 | מק""ט חוליות: 98217770 | יצרן: Polyroll",PPR Saddle 110/20,PPR Saddles,🪢,ppr_p24_a.jpg,,,
98217771,רוכב PPR 110/25,רוכבים PPR,פולירול,,,,"D: 34.00 | z: 16.00 | l: 28.50 | d2: 25 | d1: 110 | d: 25 | מק""ט חוליות: 98217771 | יצרן: Polyroll",PPR Saddle 110/25,PPR Saddles,🪢,ppr_p24_a.jpg,,,
98217772,רוכב PPR 110/32,רוכבים PPR,פולירול,,,,"D: 43.00 | z: 18.00 | l: 30.00 | d2: 32 | d1: 110 | d: 32 | מק""ט חוליות: 98217772 | יצרן: Polyroll",PPR Saddle 110/32,PPR Saddles,🪢,ppr_p24_a.jpg,,,
98217773,רוכב PPR 110/40,רוכבים PPR,פולירול,,,,"D: 52.00 | z: 20.50 | l: 34.00 | d2: 40 | d1: 110 | d: 40 | מק""ט חוליות: 98217773 | יצרן: Polyroll",PPR Saddle 110/40,PPR Saddles,🪢,ppr_p24_a.jpg,,,
98217774,רוכב PPR 110/50,רוכבים PPR,פולירול,,,,"D: 68.00 | z: 23.50 | l: 34.00 | d2: 50 | d1: 110 | d: 50 | מק""ט חוליות: 98217774 | יצרן: Polyroll",PPR Saddle 110/50,PPR Saddles,🪢,ppr_p24_a.jpg,,,
98217780,רוכב PPR 125/20,רוכבים PPR,פולירול,,,,"D: 29.50 | z: 14.50 | l: 27.50 | d2: 25 | d1: 125 | d: 20 | מק""ט חוליות: 98217780 | יצרן: Polyroll",PPR Saddle 125/20,PPR Saddles,🪢,ppr_p24_a.jpg,,,
98217781,רוכב PPR 125/25,רוכבים PPR,פולירול,,,,"D: 34.00 | z: 16.00 | l: 28.50 | d2: 25 | d1: 125 | d: 25 | מק""ט חוליות: 98217781 | יצרן: Polyroll",PPR Saddle 125/25,PPR Saddles,🪢,ppr_p24_a.jpg,,,
98217782,רוכב PPR 125/32,רוכבים PPR,פולירול,,,,"D: 43.00 | z: 18.00 | l: 30.00 | d2: 32 | d1: 125 | d: 32 | מק""ט חוליות: 98217782 | יצרן: Polyroll",PPR Saddle 125/32,PPR Saddles,🪢,ppr_p24_a.jpg,,,
98217783,רוכב PPR 125/40,רוכבים PPR,פולירול,,,,"D: 52.00 | z: 20.50 | l: 34.00 | d2: 40 | d1: 125 | d: 40 | מק""ט חוליות: 98217783 | יצרן: Polyroll",PPR Saddle 125/40,PPR Saddles,🪢,ppr_p24_a.jpg,,,
98217784,רוכב PPR 125/50,רוכבים PPR,פולירול,,,,"D: 68.00 | z: 23.50 | l: 34.00 | d2: 50 | d1: 125 | d: 50 | מק""ט חוליות: 98217784 | יצרן: Polyroll",PPR Saddle 125/50,PPR Saddles,🪢,ppr_p24_a.jpg,,,
98217785,רוכב PPR 125/63,רוכבים PPR,פולירול,,,,"D: 84.00 | z: 27.50 | l: 38.00 | d2: 63 | d1: 125 | d: 63 | מק""ט חוליות: 98217785 | יצרן: Polyroll",PPR Saddle 125/63,PPR Saddles,🪢,ppr_p24_a.jpg,,,
98217795,רוכב PPRCT 160/20,רוכבים PPR,פולירול,,,,"D1: 160 | d: 20 | d2: 25 | l: 27.5 | z2: 14.5 | D: 29.5 | חומר: PPRCT | מק""ט חוליות: 98217795 | יצרן: Polyroll",PPRCT Saddle 160/20,PPR Saddles,🪢,ppr_saddle.jpg,,,
98217796,רוכב PPRCT 160/25,רוכבים PPR,פולירול,,,,"D1: 160 | d: 25 | d2: 25 | l: 28.5 | z2: 16.0 | D: 34.0 | חומר: PPRCT | מק""ט חוליות: 98217796 | יצרן: Polyroll",PPRCT Saddle 160/25,PPR Saddles,🪢,ppr_saddle.jpg,,,
98217797,רוכב PPRCT 160/32,רוכבים PPR,פולירול,,,,"D1: 160 | d: 32 | d2: 32 | l: 30.0 | z2: 18.0 | D: 43.0 | חומר: PPRCT | מק""ט חוליות: 98217797 | יצרן: Polyroll",PPRCT Saddle 160/32,PPR Saddles,🪢,ppr_saddle.jpg,,,
98217798,רוכב PPRCT 160/40,רוכבים PPR,פולירול,,,,"D1: 160 | d: 40 | d2: 40 | l: 34.0 | z2: 20.5 | D: 52.0 | חומר: PPRCT | מק""ט חוליות: 98217798 | יצרן: Polyroll",PPRCT Saddle 160/40,PPR Saddles,🪢,ppr_saddle.jpg,,,
98217799,רוכב PPRCT 160/50,רוכבים PPR,פולירול,,,,"D1: 160 | d: 50 | d2: 50 | l: 34.0 | z2: 23.5 | D: 68.0 | חומר: PPRCT | מק""ט חוליות: 98217799 | יצרן: Polyroll",PPRCT Saddle 160/50,PPR Saddles,🪢,ppr_saddle.jpg,,,
98217800,רוכב PPRCT 160/63,רוכבים PPR,פולירול,,,,"D1: 160 | d: 63 | d2: 63 | l: 38.0 | z2: 27.5 | D: 84.0 | חומר: PPRCT | מק""ט חוליות: 98217800 | יצרן: Polyroll",PPRCT Saddle 160/63,PPR Saddles,🪢,ppr_saddle.jpg,,,
98217805,רוכב PPRCT 160/75,רוכבים PPR,פולירול,,,,"D1: 160 | d: 75 | d2: 75 | l: 42.0 | z2: 30.0 | D: 100.0 | חומר: PPRCT | מק""ט חוליות: 98217805 | יצרן: Polyroll",PPRCT Saddle 160/75,PPR Saddles,🪢,ppr_saddle.jpg,,,
98217806,רוכב PPRCT 160/90,רוכבים PPR,פולירול,,,,"D1: 160 | d: 90 | d2: 90 | l: 45.0 | z2: 33.0 | D: 120.0 | חומר: PPRCT | מק""ט חוליות: 98217806 | יצרן: Polyroll",PPRCT Saddle 160/90,PPR Saddles,🪢,ppr_saddle.jpg,,,
98217808,רוכב PPRCT 200-250/25,רוכבים PPR,פולירול,,,,"D1: 200-250 | d: 25 | d2: 25 | l: 28.5 | z2: 16.0 | D: 34.0 | חומר: PPRCT | מק""ט חוליות: 98217808 | יצרן: Polyroll",PPRCT Saddle 200-250/25,PPR Saddles,🪢,ppr_saddle.jpg,,,
98217809,רוכב PPRCT 200-250/32,רוכבים PPR,פולירול,,,,"D1: 200-250 | d: 32 | d2: 32 | l: 30.0 | z2: 18.0 | D: 43.0 | חומר: PPRCT | מק""ט חוליות: 98217809 | יצרן: Polyroll",PPRCT Saddle 200-250/32,PPR Saddles,🪢,ppr_saddle.jpg,,,
98217810,רוכב PPRCT 200/40,רוכבים PPR,פולירול,,,,"D1: 200 | d: 40 | d2: 40 | l: 34.0 | z2: 20.5 | D: 52.0 | חומר: PPRCT | מק""ט חוליות: 98217810 | יצרן: Polyroll",PPRCT Saddle 200/40,PPR Saddles,🪢,ppr_saddle.jpg,,,
98217811,רוכב PPRCT 200/50,רוכבים PPR,פולירול,,,,"D1: 200 | d: 50 | d2: 50 | l: 34.0 | z2: 23.5 | D: 68.0 | חומר: PPRCT | מק""ט חוליות: 98217811 | יצרן: Polyroll",PPRCT Saddle 200/50,PPR Saddles,🪢,ppr_saddle.jpg,,,
98217812,רוכב PPRCT 200/63,רוכבים PPR,פולירול,,,,"D1: 200 | d: 63 | d2: 63 | l: 37.5 | z2: 27.5 | D: 84.0 | חומר: PPRCT | מק""ט חוליות: 98217812 | יצרן: Polyroll",PPRCT Saddle 200/63,PPR Saddles,🪢,ppr_saddle.jpg,,,
98217813,רוכב PPRCT 200/75,רוכבים PPR,פולירול,,,,"D1: 200 | d: 75 | d2: 75 | l: 42.0 | z2: 30.0 | D: 100.0 | חומר: PPRCT | מק""ט חוליות: 98217813 | יצרן: Polyroll",PPRCT Saddle 200/75,PPR Saddles,🪢,ppr_saddle.jpg,,,
98217814,רוכב PPRCT 200/90,רוכבים PPR,פולירול,,,,"D1: 200 | d: 90 | d2: 90 | l: 45.0 | z2: 33.0 | D: 120.0 | חומר: PPRCT | מק""ט חוליות: 98217814 | יצרן: Polyroll",PPRCT Saddle 200/90,PPR Saddles,🪢,ppr_saddle.jpg,,,
98217815,רוכב PPRCT 200/110,רוכבים PPR,פולירול,,,,"D1: 200 | d: 110 | d2: 110 | l: 49.0 | z2: 37.0 | D: 147.0 | חומר: PPRCT | מק""ט חוליות: 98217815 | יצרן: Polyroll",PPRCT Saddle 200/110,PPR Saddles,🪢,ppr_saddle.jpg,,,
98217816,רוכב PPRCT 200/125,רוכבים PPR,פולירול,,,,"D1: 200 | d: 125 | d2: 125 | l: 55.0 | z2: 40.0 | D: 167.0 | חומר: PPRCT | מק""ט חוליות: 98217816 | יצרן: Polyroll",PPRCT Saddle 200/125,PPR Saddles,🪢,ppr_saddle.jpg,,,
98217817,רוכב PPRCT 250/40,רוכבים PPR,פולירול,,,,"D1: 250 | d: 40 | d2: 40 | l: 34.0 | z2: 20.5 | D: 52.0 | חומר: PPRCT | מק""ט חוליות: 98217817 | יצרן: Polyroll",PPRCT Saddle 250/40,PPR Saddles,🪢,ppr_saddle.jpg,,,
98217818,רוכב PPRCT 250/50,רוכבים PPR,פולירול,,,,"D1: 250 | d: 50 | d2: 50 | l: 34.0 | z2: 23.5 | D: 68.0 | חומר: PPRCT | מק""ט חוליות: 98217818 | יצרן: Polyroll",PPRCT Saddle 250/50,PPR Saddles,🪢,ppr_saddle.jpg,,,
98217819,רוכב PPRCT 250/63,רוכבים PPR,פולירול,,,,"D1: 250 | d: 63 | d2: 63 | l: 37.5 | z2: 27.5 | D: 84.0 | חומר: PPRCT | מק""ט חוליות: 98217819 | יצרן: Polyroll",PPRCT Saddle 250/63,PPR Saddles,🪢,ppr_saddle.jpg,,,
98217820,רוכב PPRCT 250/75,רוכבים PPR,פולירול,,,,"D1: 250 | d: 75 | d2: 75 | l: 42.0 | z2: 30.0 | D: 100.0 | חומר: PPRCT | מק""ט חוליות: 98217820 | יצרן: Polyroll",PPRCT Saddle 250/75,PPR Saddles,🪢,ppr_saddle.jpg,,,
98217821,רוכב PPRCT 250/90,רוכבים PPR,פולירול,,,,"D1: 250 | d: 90 | d2: 90 | l: 45.0 | z2: 33.0 | D: 120.0 | חומר: PPRCT | מק""ט חוליות: 98217821 | יצרן: Polyroll",PPRCT Saddle 250/90,PPR Saddles,🪢,ppr_saddle.jpg,,,
98217822,רוכב PPRCT 250/110,רוכבים PPR,פולירול,,,,"D1: 250 | d: 110 | d2: 110 | l: 49.0 | z2: 37.0 | D: 147.0 | חומר: PPRCT | מק""ט חוליות: 98217822 | יצרן: Polyroll",PPRCT Saddle 250/110,PPR Saddles,🪢,ppr_saddle.jpg,,,
98217823,רוכב PPRCT 250/125,רוכבים PPR,פולירול,,,,"D1: 250 | d: 125 | d2: 125 | l: 55.0 | z2: 40.0 | D: 167.0 | חומר: PPRCT | מק""ט חוליות: 98217823 | יצרן: Polyroll",PPRCT Saddle 250/125,PPR Saddles,🪢,ppr_saddle.jpg,,,
98318368,"רוכב PPRCT תבריג פנים 160X25X3/4""",רוכבים PPR,פולירול,,,,"d: 160 | d1: 25 | R: 3/4"" | D: 43.5 | z: 58.5 | l: 39 | חומר: PPRCT | מק""ט חוליות: 98318368 | יצרן: Polyroll","PPR Threaded Saddle 160X25 3/4""",PPR Saddles,🪢,ppr_saddle.jpg,,,
98318369,"רוכב PPRCT תבריג פנים 200-250X32X1""",רוכבים PPR,פולירול,,,,"d: 200-250 | d1: 32 | R: 1"" | D: 60.0 | z: 121.0 | l: 43 | חומר: PPRCT | מק""ט חוליות: 98318369 | יצרן: Polyroll","PPR Threaded Saddle 200-250X32 1""",PPR Saddles,🪢,ppr_saddle.jpg,,,
98318371,"רוכב PPRCT תבריג פנים 200-250X25X3/4""",רוכבים PPR,פולירול,,,,"d: 200-250 | d1: 25 | R: 3/4"" | D: 43.5 | z: 66.0 | l: 39 | חומר: PPRCT | מק""ט חוליות: 98318371 | יצרן: Polyroll","PPR Threaded Saddle 200-250X25 3/4""",PPR Saddles,🪢,ppr_saddle.jpg,,,
98318373,"רוכב PPRCT תבריג פנים 160X32X1""",רוכבים PPR,פולירול,,,,"d: 160 | d1: 32 | R: 1"" | D: 60.0 | z: 118.0 | l: 43 | חומר: PPRCT | מק""ט חוליות: 98318373 | יצרן: Polyroll","PPR Threaded Saddle 160X32 1""",PPR Saddles,🪢,ppr_saddle.jpg,,,
98318381,"רוכב PPRCT תבריג פנים 160X25X1/2""",רוכבים PPR,פולירול,,,,"d: 160 | d1: 25 | R: 1/2"" | D: 38.5 | z: 103.0 | l: 39 | חומר: PPRCT | מק""ט חוליות: 98318381 | יצרן: Polyroll","PPR Threaded Saddle 160X25 1/2""",PPR Saddles,🪢,ppr_saddle.jpg,,,
98318382,"רוכב PPRCT תבריג פנים 200-250X25X1/2""",רוכבים PPR,פולירול,,,,"d: 200-250 | d1: 25 | R: 1/2"" | D: 38.5 | z: 38.0 | l: 39 | חומר: PPRCT | מק""ט חוליות: 98318382 | יצרן: Polyroll","PPR Threaded Saddle 200-250X25 1/2""",PPR Saddles,🪢,ppr_saddle.jpg,,,
98414205,אוגן PPR 40,צווארונים ואוגנים PPR,פולירול,,,,"d1: 51 | D: 141 | K: 100 | d2: 18 | b: 17.5 | z: 4 | מק""ט חוליות: 98414205 | יצרן: Polyroll",PPR Flange 40,PPR Collars,⭕,ppr_p34_a.jpg,,,
98414206,אוגן PPR 50,צווארונים ואוגנים PPR,פולירול,,,,"d1: 62 | D: 151 | K: 110 | d2: 18 | b: 17.5 | z: 4 | מק""ט חוליות: 98414206 | יצרן: Polyroll",PPR Flange 50,PPR Collars,⭕,ppr_p34_a.jpg,,,
98414207,אוגן PPR 63,צווארונים ואוגנים PPR,פולירול,,,,"d1: 78 | D: 166 | K: 125 | d2: 18 | b: 19.0 | z: 4 | מק""ט חוליות: 98414207 | יצרן: Polyroll",PPR Flange 63,PPR Collars,⭕,ppr_p34_a.jpg,,,
98414208,אוגן PPR 75,צווארונים ואוגנים PPR,פולירול,,,,"d1: 92 | D: 186 | K: 145 | d2: 18 | b: 19.0 | z: 4 | מק""ט חוליות: 98414208 | יצרן: Polyroll",PPR Flange 75,PPR Collars,⭕,ppr_p34_a.jpg,,,
98414209,אוגן PPR 90,צווארונים ואוגנים PPR,פולירול,,,,"d1: 110 | D: 201 | K: 160 | d2: 18 | b: 21.0 | z: 8 | מק""ט חוליות: 98414209 | יצרן: Polyroll",PPR Flange 90,PPR Collars,⭕,ppr_p34_a.jpg,,,
98414210,אוגן PPR 110,צווארונים ואוגנים PPR,פולירול,,,,"d1: 133 | D: 221 | K: 180 | d2: 18 | b: 22.0 | z: 8 | מק""ט חוליות: 98414210 | יצרן: Polyroll",PPR Flange 110,PPR Collars,⭕,ppr_p34_a.jpg,,,
98414211,אוגן PPR 125,צווארונים ואוגנים PPR,פולירול,,,,"d1: 167 | D: 251 | K: 210 | d2: 18 | b: 26.0 | z: 8 | מק""ט חוליות: 98414211 | יצרן: Polyroll",PPR Flange 125,PPR Collars,⭕,ppr_p34_a.jpg,,,
98414213,אוגן פלדה מצופה PP 160,צווארונים ואוגנים PPR,פולירול,,,,"n (ברגים): 8 | L (מרחק חורים): 27 | d2 (חור בורג): 22 | d1 (קוטר אטם): 240 | D (קוטר חוץ): 286 | d (קוטר פנים): 178 | מידה נומינלית: 160 | חומר: פלדה מצופה PP | מק""ט חוליות: 98414213 | יצרן: Polyroll",PP-Coated Steel Flange 160,PPR Collars,⭕,ppr_collar.jpg,,,
98414215,אוגן פלדה מצופה PP 200,צווארונים ואוגנים PPR,פולירול,,,,"n (ברגים): 8 | L (מרחק חורים): 28 | d2 (חור בורג): 22 | d1 (קוטר אטם): 295 | D (קוטר חוץ): 341 | d (קוטר פנים): 235 | מידה נומינלית: 200 | חומר: פלדה מצופה PP | מק""ט חוליות: 98414215 | יצרן: Polyroll",PP-Coated Steel Flange 200,PPR Collars,⭕,ppr_collar.jpg,,,
98415738,אוגן פלדה מצופה PP 250,צווארונים ואוגנים PPR,פולירול,,,,"n (ברגים): 12 | L (מרחק חורים): 31 | d2 (חור בורג): 22 | d1 (קוטר אטם): 350 | D (קוטר חוץ): 406 | d (קוטר פנים): 288 | מידה נומינלית: 250 | חומר: פלדה מצופה PP | מק""ט חוליות: 98415738 | יצרן: Polyroll",PP-Coated Steel Flange 250,PPR Collars,⭕,ppr_collar.jpg,,,
98415838,מחבר מתוברג מפלסטיק פוליפרופילן מפורק 20,מתאמים PPR,פולירול,,,,"D: 46 | z1: 5.5 | L1: 20.0 | z: 12 | L: 26 | d: 20 | מק""ט חוליות: 98415838 | יצרן: Polyroll",PPR Adapter 20,PPR Adapters,🔩,ppr_p29_b.jpg,,,
98415840,מחבר מתוברג מפלסטיק פוליפרופילן מפורק 25,מתאמים PPR,פולירול,,,,"D: 56 | z1: 5.0 | L1: 21.0 | z: 12 | L: 28 | d: 25 | מק""ט חוליות: 98415840 | יצרן: Polyroll",PPR Adapter 25,PPR Adapters,🔩,ppr_p29_b.jpg,,,
98415842,מחבר מתוברג מפלסטיק פוליפרופילן מפורק 32,מתאמים PPR,פולירול,,,,"D: 66 | z1: 5.0 | L1: 23.0 | z: 12 | L: 32 | d: 32 | מק""ט חוליות: 98415842 | יצרן: Polyroll",PPR Adapter 32,PPR Adapters,🔩,ppr_p29_b.jpg,,,
98415844,מחבר מתוברג מפלסטיק פוליפרופילן מפורק 40,מתאמים PPR,פולירול,,,,"D: 79 | z1: 5.0 | L1: 25.5 | z: 14 | L: 38 | d: 40 | מק""ט חוליות: 98415844 | יצרן: Polyroll",PPR Adapter 40,PPR Adapters,🔩,ppr_p29_b.jpg,,,
98415846,מחבר מתוברג מפלסטיק פוליפרופילן מפורק 50,מתאמים PPR,פולירול,,,,"D: 87 | z1: 5.0 | L1: 28.5 | z: 16 | L: 45 | d: 50 | מק""ט חוליות: 98415846 | יצרן: Polyroll",PPR Adapter 50,PPR Adapters,🔩,ppr_p29_b.jpg,,,
98415848,מחבר מתוברג מפלסטיק פוליפרופילן מפורק 63,מתאמים PPR,פולירול,,,,"D: 107 | z1: 5.0 | L1: 32.5 | z: 20 | L: 55.5 | d: 63 | מק""ט חוליות: 98415848 | יצרן: Polyroll",PPR Adapter 63,PPR Adapters,🔩,ppr_p29_b.jpg,,,
98417805,צווארון PPR 40,צווארונים ואוגנים PPR,פולירול,,,,"l: 11.0 | D1: 78 | D: 50 | z1: 15.0 | z: 35.5 | d: 40 | מק""ט חוליות: 98417805 | יצרן: Polyroll",PPR Collar 40,PPR Collars,⭕,ppr_p33_b.jpg,,,
98417806,צווארון PPR 50,צווארונים ואוגנים PPR,פולירול,,,,"l: 12.0 | D1: 88 | D: 61 | z1: 16.0 | z: 39.5 | d: 50 | מק""ט חוליות: 98417806 | יצרן: Polyroll",PPR Collar 50,PPR Collars,⭕,ppr_p33_b.jpg,,,
98417807,צווארון PPR 63,צווארונים ואוגנים PPR,פולירול,,,,"l: 14.0 | D1: 102 | D: 76 | z1: 16.0 | z: 43.5 | d: 63 | מק""ט חוליות: 98417807 | יצרן: Polyroll",PPR Collar 63,PPR Collars,⭕,ppr_p33_b.jpg,,,
98417808,צווארון PPR 75,צווארונים ואוגנים PPR,פולירול,,,,"d: 75 | z: 46.0 | z1: 16.0 | D: 90 | D1: 122 | l: 16.0 | מק""ט חוליות: 98417808 | יצרן: Polyroll",PPR Collar 75,PPR Collars,⭕,ppr_p33_b.jpg,,,
98417809,צווארון PPR 90,צווארונים ואוגנים PPR,פולירול,,,,"d: 90 | z: 50.0 | z1: 17.0 | D: 108 | D1: 138 | l: 17.0 | מק""ט חוליות: 98417809 | יצרן: Polyroll",PPR Collar 90,PPR Collars,⭕,ppr_p33_b.jpg,,,
98417810,צווארון PPR 110,צווארונים ואוגנים PPR,פולירול,,,,"d: 110 | z: 55.5 | z1: 18.5 | D: 131 | D1: 158 | l: 18.5 | מק""ט חוליות: 98417810 | יצרן: Polyroll",PPR Collar 110,PPR Collars,⭕,ppr_p33_b.jpg,,,
98417811,צווארון PPR 125,צווארונים ואוגנים PPR,פולירול,,,,"l: 20.0 | D1: 188 | D: 165 | z1: 23.0 | z: 63.0 | d: 125 | מק""ט חוליות: 98417811 | יצרן: Polyroll",PPR Collar 125,PPR Collars,⭕,ppr_p33_b.jpg,,,
9899,טרפלקס צינור ניקוז למזגן — 50 מ׳,צינורות גמישים,AQUATEC,,,,אורך: 50 מטר | תיאור: טרפלקס רשפים צינור ניקוז למזגן,Truflex AC Drain Pipe 50m,Flexible Pipes,🌀,9899.jpg,,,
99020402,ברז PPR כדורי 20,ברזים PPR,פולירול,,,,"L1: 85 | h: 66 | D: 32.0 | z: 40.5 | l: 55.0 | d: 20 | מק""ט חוליות: 99020402 | יצרן: Polyroll",PPR Valve 20,PPR Valves,🚰,ppr_p32_a.jpg,,,
99020403,ברז PPR כדורי 25,ברזים PPR,פולירול,,,,"L1: 85 | h: 73 | D: 41.0 | z: 39.0 | l: 55.0 | d: 25 | מק""ט חוליות: 99020403 | יצרן: Polyroll",PPR Valve 25,PPR Valves,🚰,ppr_p32_a.jpg,,,
99020404,ברז PPR כדורי 32,ברזים PPR,פולירול,,,,"L1: 108 | h: 82 | D: 47.0 | z: 45.5 | l: 63.5 | d: 32 | מק""ט חוליות: 99020404 | יצרן: Polyroll",PPR Valve 32,PPR Valves,🚰,ppr_p32_a.jpg,,,
99020405,ברז PPR כדורי 40,ברזים PPR,פולירול,,,,"L1: 108 | h: 93 | D: 58.0 | z: 52.0 | l: 72.5 | d: 40 | מק""ט חוליות: 99020405 | יצרן: Polyroll",PPR Valve 40,PPR Valves,🚰,ppr_p32_a.jpg,,,
99020412,ברז PPR כדורי 50,ברזים PPR,פולירול,,,,"L1: 140 | h: 114 | D: 70.5 | z: 60.0 | l: 83.5 | d: 50 | מק""ט חוליות: 99020412 | יצרן: Polyroll",PPR Valve 50,PPR Valves,🚰,ppr_p32_a.jpg,,,
99020414,ברז PPR כדורי 63,ברזים PPR,פולירול,,,,"h: 140 | D: 132 | z: 87.0 | l: 75.0 | d: 102.5 | מק""ט חוליות: 99020414 | יצרן: Polyroll",PPR Valve 63,PPR Valves,🚰,ppr_p32_a.jpg,,,
99040808,ברז PPR מעבר ישר 20,ברזים PPR,פולירול,,,,"h: 70.0 | D: 29.5 | z: 20.5 | l: 35 | d: 20 | מק""ט חוליות: 99040808 | יצרן: Polyroll",PPR Valve 20,PPR Valves,🚰,ppr_p31_a.jpg,,,
99040810,ברז PPR מעבר ישר 25,ברזים PPR,פולירול,,,,"h: 70.0 | D: 34.0 | z: 22.0 | l: 38 | d: 25 | מק""ט חוליות: 99040810 | יצרן: Polyroll",PPR Valve 25,PPR Valves,🚰,ppr_p31_a.jpg,,,
99040812,ברז PPR מעבר ישר 32,ברזים PPR,פולירול,,,,"h: 86.5 | D: 43.0 | z: 31.0 | l: 49 | d: 32 | מק""ט חוליות: 99040812 | יצרן: Polyroll",PPR Valve 32,PPR Valves,🚰,ppr_p31_a.jpg,,,
99040814,ברז PPR מעבר ישר 40,ברזים PPR,פולירול,,,,"h: 100.5 | D: 52.0 | z: 39.5 | l: 60 | d: 40 | מק""ט חוליות: 99040814 | יצרן: Polyroll",PPR Valve 40,PPR Valves,🚰,ppr_p31_a.jpg,,,
99040858,ברז PPR סמוי (ציפוי כרום) 20,ברזים PPR,פולירול,,,,"h2: 59 | h1: 28 | h: 116 | D: 29.5 | z: 20.5 | l: 35 | d: 20 | מק""ט חוליות: 99040858 | יצרן: Polyroll",PPR Valve 20,PPR Valves,🚰,ppr_p30_a.jpg,,,
99040860,ברז PPR סמוי (ציפוי כרום) 25,ברזים PPR,פולירול,,,,"h2: 59 | h1: 28 | h: 116 | D: 34.0 | z: 22.0 | l: 38 | d: 25 | מק""ט חוליות: 99040860 | יצרן: Polyroll",PPR Valve 25,PPR Valves,🚰,ppr_p30_a.jpg,,,
99040862,ברז PPR סמוי (ציפוי כרום) 32,ברזים PPR,פולירול,,,,"h2: 59 | h1: 34 | h: 121 | D: 43.0 | z: 31.0 | l: 49 | d: 32 | מק""ט חוליות: 99040862 | יצרן: Polyroll",PPR Valve 32,PPR Valves,🚰,ppr_p30_a.jpg,,,
99040888,ברז PPR סמוי (ציפוי כרום - ללא ידית) 20,ברזים PPR,פולירול,,,,"h1: 28 | h: 109 | D: 29.5 | z: 20.5 | l: 35 | d: 20 | מק""ט חוליות: 99040888 | יצרן: Polyroll",PPR Concealed Valve (no handle) 20,PPR Valves,🚰,ppr_p30_b.jpg,,,
99040890,ברז PPR סמוי (ציפוי כרום - ללא ידית) 25,ברזים PPR,פולירול,,,,"h1: 28 | h: 109 | D: 34.0 | z: 22.0 | l: 38 | d: 25 | מק""ט חוליות: 99040890 | יצרן: Polyroll",PPR Concealed Valve (no handle) 25,PPR Valves,🚰,ppr_p30_b.jpg,,,
99040892,ברז PPR סמוי (ציפוי כרום - ללא ידית) 32,ברזים PPR,פולירול,,,,"h1: 34 | h: 115 | D: 43.0 | z: 31.0 | l: 49 | d: 32 | מק""ט חוליות: 99040892 | יצרן: Polyroll",PPR Concealed Valve (no handle) 32,PPR Valves,🚰,ppr_p30_b.jpg,,,
99041108,ברז PPR אלכסוני 20,ברזים PPR,פולירול,,,,"h: 95.5 | D: 34 | z: 30.5 | l: 45 | d: 20 | מק""ט חוליות: 99041108 | יצרן: Polyroll",PPR Valve 20,PPR Valves,🚰,ppr_p31_c.jpg,,,
99041110,ברז PPR אלכסוני 25,ברזים PPR,פולירול,,,,"h: 95.5 | D: 34 | z: 29.0 | l: 45 | d: 25 | מק""ט חוליות: 99041110 | יצרן: Polyroll",PPR Valve 25,PPR Valves,🚰,ppr_p31_c.jpg,,,
99041112,ברז PPR אלכסוני 32,ברזים PPR,פולירול,,,,"h: 111.5 | D: 43 | z: 38.0 | l: 56 | d: 32 | מק""ט חוליות: 99041112 | יצרן: Polyroll",PPR Valve 32,PPR Valves,🚰,ppr_p31_c.jpg,,,
